CLASS	com/mojang/realmsclient/RealmsAvailability	net/minecraft/class_8647
CLASS	com/mojang/realmsclient/RealmsAvailability$Result	net/minecraft/class_8647$class_8648
CLASS	com/mojang/realmsclient/RealmsAvailability$Type	net/minecraft/class_8647$class_8649
CLASS	com/mojang/realmsclient/RealmsMainScreen	net/minecraft/class_4325
CLASS	com/mojang/realmsclient/RealmsMainScreen$1	net/minecraft/class_4325$1
CLASS	com/mojang/realmsclient/RealmsMainScreen$2	net/minecraft/class_4325$2
CLASS	com/mojang/realmsclient/RealmsMainScreen$AvailableSnapshotEntry	net/minecraft/class_4325$class_8840
CLASS	com/mojang/realmsclient/RealmsMainScreen$CrossButton	net/minecraft/class_4325$class_8201
CLASS	com/mojang/realmsclient/RealmsMainScreen$Entry	net/minecraft/class_4325$class_4866
CLASS	com/mojang/realmsclient/RealmsMainScreen$LayoutState	net/minecraft/class_4325$class_8650
CLASS	com/mojang/realmsclient/RealmsMainScreen$NotificationButton	net/minecraft/class_4325$class_8651
CLASS	com/mojang/realmsclient/RealmsMainScreen$NotificationMessageEntry	net/minecraft/class_4325$class_8202
CLASS	com/mojang/realmsclient/RealmsMainScreen$ParentEntry	net/minecraft/class_4325$class_8841
CLASS	com/mojang/realmsclient/RealmsMainScreen$RealmSelectionList	net/minecraft/class_4325$class_4329
CLASS	com/mojang/realmsclient/RealmsMainScreen$RealmsCall	net/minecraft/class_4325$class_8203
CLASS	com/mojang/realmsclient/RealmsMainScreen$ServerEntry	net/minecraft/class_4325$class_4330
CLASS	com/mojang/realmsclient/Unit	net/minecraft/class_4428
CLASS	com/mojang/realmsclient/client/FileDownload	net/minecraft/class_4333
CLASS	com/mojang/realmsclient/client/FileDownload$DownloadCountingOutputStream	net/minecraft/class_4333$class_4334
CLASS	com/mojang/realmsclient/client/FileUpload	net/minecraft/class_4337
CLASS	com/mojang/realmsclient/client/FileUpload$UploadCountingInputStream	net/minecraft/class_4337$class_12290
CLASS	com/mojang/realmsclient/client/Ping	net/minecraft/class_4339
CLASS	com/mojang/realmsclient/client/Ping$Region	net/minecraft/class_4339$class_4340
CLASS	com/mojang/realmsclient/client/RealmsClient	net/minecraft/class_4341
CLASS	com/mojang/realmsclient/client/RealmsClient$CompatibleVersionResponse	net/minecraft/class_4341$class_4342
CLASS	com/mojang/realmsclient/client/RealmsClient$Environment	net/minecraft/class_4341$class_4343
CLASS	com/mojang/realmsclient/client/RealmsClientConfig	net/minecraft/class_4344
CLASS	com/mojang/realmsclient/client/RealmsError	net/minecraft/class_4345
CLASS	com/mojang/realmsclient/client/RealmsError$AuthenticationError	net/minecraft/class_4345$class_8652
